ofrecimiento_id,cliente_id,oferta_id,fecha,canal,resultado,motivo_rechazo,es_rebate,contactabilidad,medio_probatorio,tipo_cliente,antiguedad_meses,elegible_mt,es_movistar_total,nombre_oferta,tipo_oferta,oferta_es_mt,duracion_interaccion_segundos
OFR_0000065,CLI_088637,OFE_007,2026-02-05,Call_In,rechazada,no_necesita,False,contactado,audio_llamada,no_aplica,62,False,False,Plan Hogar Premium 7,plan_hogar,False,69
OFR_0000066,CLI_088637,OFE_010,2026-03-08,Digital,rechazada,no_necesita,False,contactado,registro_plataforma,no_aplica,62,False,False,Plan Hogar Premium 10,plan_hogar,False,120
OFR_0000067,CLI_094893,OFE_018,2026-05-18,Tienda,rechazada,ya_tiene_similar,False,contactado,audio_llamada,prepago,117,False,False,Equipo Básico 18,equipo,False,152
OFR_0000068,CLI_094893,OFE_013,2026-06-19,Tienda,rechazada,precio,False,contactado,audio_llamada,prepago,117,False,False,Movistar Total Premium 13,movistar_total,True,171
OFR_0000069,CLI_092732,OFE_014,2026-04-18,Tienda,rechazada,precio,False,contactado,chat_log,postpago,119,False,True,Upgrade Premium 14,upgrade,False,106
OFR_0000070,CLI_092732,OFE_003,2026-05-09,Digital,aceptada,no_aplica,False,contactado,chat_log,postpago,119,False,True,Plan Movil Básico 3,plan_movil,False,383
OFR_0000071,CLI_092732,OFE_019,2026-05-20,Digital,rechazada,precio,False,contactado,audio_llamada,postpago,119,False,True,Equipo Básico 19,equipo,False,41
OFR_0000072,CLI_029131,OFE_012,2026-04-22,Tienda,rechazada,precio,False,contactado,chat_log,postpago,61,True,False,Movistar Total Premium 12,movistar_total,True,71
OFR_0000073,CLI_029131,OFE_009,2026-03-06,Call_In,rechazada,mal_momento,False,contactado,audio_llamada,postpago,61,True,False,Plan Hogar Premium 9,plan_hogar,False,40
OFR_0000074,CLI_079023,OFE_020,2026-01-30,Digital,aceptada,no_aplica,False,contactado,chat_log,prepago,29,False,False,Paquete Adicional Básico 20,paquete_adicional,False,513
OFR_0000075,CLI_079023,OFE_009,2026-04-06,Digital,aceptada,no_aplica,True,contactado,audio_llamada,prepago,29,False,False,Plan Hogar Premium 9,plan_hogar,False,234
OFR_0000076,CLI_079023,OFE_004,2026-02-28,Digital,rechazada,mal_momento,False,contactado,chat_log,prepago,29,False,False,Plan Movil Premium 4,plan_movil,False,167
OFR_0000077,CLI_084937,OFE_003,2026-06-17,Tienda,rechazada,ya_tiene_similar,False,contactado,audio_llamada,postpago,18,True,False,Plan Movil Básico 3,plan_movil,False,34
OFR_0000078,CLI_084937,OFE_006,2026-06-26,Tienda,rechazada,no_necesita,False,contactado,registro_plataforma,postpago,18,True,False,Plan Hogar Premium 6,plan_hogar,False,140
OFR_0000079,CLI_084937,OFE_008,2026-05-18,Tienda,rechazada,no_necesita,False,contactado,registro_plataforma,postpago,18,True,False,Plan Hogar Premium 8,plan_hogar,False,163
OFR_0000080,CLI_016822,OFE_015,2026-05-05,Tienda,rechazada,otro,False,contactado,chat_log,postpago,1,False,True,Upgrade Premium 15,upgrade,False,40
OFR_0000081,CLI_016822,OFE_005,2026-06-07,Digital,rechazada,mal_momento,False,contactado,chat_log,postpago,1,False,True,Plan Movil Premium 5,plan_movil,False,126
OFR_0000082,CLI_036734,OFE_013,2026-04-15,Digital,rechazada,mal_momento,False,contactado,chat_log,prepago,44,False,False,Movistar Total Premium 13,movistar_total,True,40
OFR_0000083,CLI_036734,OFE_012,2026-01-06,Call_Out,aceptada,no_aplica,True,contactado,chat_log,prepago,44,False,False,Movistar Total Premium 12,movistar_total,True,355
OFR_0000084,CLI_015603,OFE_010,2026-02-11,Tienda,rechazada,ya_tiene_similar,False,contactado,audio_llamada,postpago,17,True,False,Plan Hogar Premium 10,plan_hogar,False,58
OFR_0000085,CLI_015603,OFE_003,2026-03-21,Tienda,rechazada,otro,False,contactado,audio_llamada,postpago,17,True,False,Plan Movil Básico 3,plan_movil,False,69
OFR_0000086,CLI_015603,OFE_021,2026-06-29,Call_Out,rechazada,no_necesita,False,contactado,chat_log,postpago,17,True,False,Paquete Adicional Básico 21,paquete_adicional,False,137
OFR_0000087,CLI_028534,OFE_009,2026-04-19,Tienda,aceptada,no_aplica,False,contactado,registro_plataforma,no_aplica,24,False,False,Plan Hogar Premium 9,plan_hogar,False,457
OFR_0000088,CLI_028534,OFE_015,2026-01-17,Digital,rechazada,precio,False,contactado,registro_plataforma,no_aplica,24,False,False,Upgrade Premium 15,upgrade,False,103
OFR_0000089,CLI_028534,OFE_007,2026-06-10,Digital,rechazada,no_confia,False,contactado,chat_log,no_aplica,24,False,False,Plan Hogar Premium 7,plan_hogar,False,83
OFR_0000090,CLI_069770,OFE_017,2026-02-03,Call_In,aceptada,no_aplica,True,contactado,chat_log,postpago,114,False,False,Equipo Básico 17,equipo,False,388
OFR_0000091,CLI_069770,OFE_004,2026-06-25,Call_In,rechazada,no_confia,False,contactado,audio_llamada,postpago,114,False,False,Plan Movil Premium 4,plan_movil,False,71
OFR_0000092,CLI_011406,OFE_014,2026-03-24,Digital,rechazada,otro,False,contactado,audio_llamada,no_aplica,70,False,False,Upgrade Premium 14,upgrade,False,68
OFR_0000093,CLI_011406,OFE_014,2026-01-25,Tienda,rechazada,mal_momento,False,contactado,chat_log,no_aplica,70,False,False,Upgrade Premium 14,upgrade,False,67
OFR_0000094,CLI_011406,OFE_003,2026-02-14,Tienda,rechazada,no_confia,False,contactado,chat_log,no_aplica,70,False,False,Plan Movil Básico 3,plan_movil,False,69
OFR_0000095,CLI_096853,OFE_001,2026-05-25,Digital,rechazada,ya_tiene_similar,False,contactado,chat_log,postpago,33,True,False,Plan Movil Premium 1,plan_movil,False,74
OFR_0000096,CLI_096853,OFE_009,2026-01-23,Digital,rechazada,no_necesita,False,contactado,chat_log,postpago,33,True,False,Plan Hogar Premium 9,plan_hogar,False,85
OFR_0000097,CLI_016131,OFE_016,2026-04-24,Tienda,rechazada,precio,False,contactado,audio_llamada,postpago,15,False,False,Upgrade Premium 16,upgrade,False,107
OFR_0000098,CLI_016131,OFE_021,2026-06-20,Digital,aceptada,no_aplica,True,contactado,registro_plataforma,postpago,15,False,False,Paquete Adicional Básico 21,paquete_adicional,False,214
OFR_0000099,CLI_016131,OFE_002,2026-03-19,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,15,False,False,Plan Movil Premium 2,plan_movil,False,27
OFR_0000100,CLI_019793,OFE_015,2026-03-12,Call_In,rechazada,precio,False,contactado,chat_log,postpago,6,False,False,Upgrade Premium 15,upgrade,False,90
OFR_0000101,CLI_019793,OFE_002,2026-06-10,Call_Out,rechazada,mal_momento,False,contactado,chat_log,postpago,6,False,False,Plan Movil Premium 2,plan_movil,False,152
OFR_0000102,CLI_089578,OFE_007,2026-06-27,Digital,rechazada,no_necesita,False,contactado,registro_plataforma,prepago,47,False,False,Plan Hogar Premium 7,plan_hogar,False,60
OFR_0000103,CLI_089578,OFE_003,2026-01-03,Tienda,rechazada,ya_tiene_similar,False,contactado,registro_plataforma,prepago,47,False,False,Plan Movil Básico 3,plan_movil,False,151
OFR_0000104,CLI_089578,OFE_008,2026-06-09,Tienda,rechazada,no_necesita,False,contactado,chat_log,prepago,47,False,False,Plan Hogar Premium 8,plan_hogar,False,159
OFR_0000105,CLI_040164,OFE_019,2026-03-20,Digital,rechazada,precio,False,contactado,chat_log,prepago,110,False,False,Equipo Básico 19,equipo,False,55
OFR_0000106,CLI_040164,OFE_012,2026-01-16,Digital,rechazada,ya_tiene_similar,False,contactado,audio_llamada,prepago,110,False,False,Movistar Total Premium 12,movistar_total,True,32
OFR_0000107,CLI_040164,OFE_008,2026-04-03,Tienda,rechazada,otro,False,contactado,registro_plataforma,prepago,110,False,False,Plan Hogar Premium 8,plan_hogar,False,42
OFR_0000108,CLI_031777,OFE_018,2026-04-10,Call_Out,rechazada,no_necesita,False,contactado,chat_log,postpago,114,False,False,Equipo Básico 18,equipo,False,84
OFR_0000109,CLI_031777,OFE_001,2026-06-12,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,114,False,False,Plan Movil Premium 1,plan_movil,False,4
OFR_0000110,CLI_025331,OFE_011,2026-05-16,Tienda,rechazada,otro,False,contactado,audio_llamada,postpago,113,False,False,Movistar Total Premium 11,movistar_total,True,167
OFR_0000111,CLI_025331,OFE_022,2026-04-13,Tienda,rechazada,otro,False,contactado,chat_log,postpago,113,False,False,Paquete Adicional Básico 22,paquete_adicional,False,135
OFR_0000112,CLI_079157,OFE_021,2026-04-08,Call_In,rechazada,no_necesita,False,contactado,audio_llamada,no_aplica,65,False,False,Paquete Adicional Básico 21,paquete_adicional,False,161
OFR_0000113,CLI_079157,OFE_010,2026-01-27,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,no_aplica,65,False,False,Plan Hogar Premium 10,plan_hogar,False,22
OFR_0000114,CLI_079157,OFE_022,2026-01-28,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,no_aplica,65,False,False,Paquete Adicional Básico 22,paquete_adicional,False,22
OFR_0000115,CLI_051686,OFE_017,2026-01-21,Call_Out,rechazada,mal_momento,False,contactado,audio_llamada,postpago,95,False,False,Equipo Básico 17,equipo,False,178
OFR_0000116,CLI_051686,OFE_020,2026-05-25,Tienda,rechazada,otro,False,contactado,audio_llamada,postpago,95,False,False,Paquete Adicional Básico 20,paquete_adicional,False,143
OFR_0000117,CLI_051686,OFE_005,2026-04-26,Tienda,rechazada,otro,False,contactado,chat_log,postpago,95,False,False,Plan Movil Premium 5,plan_movil,False,103
OFR_0000118,CLI_075499,OFE_015,2026-01-07,Call_In,rechazada,no_confia,False,contactado,registro_plataforma,postpago,7,False,False,Upgrade Premium 15,upgrade,False,70
OFR_0000119,CLI_075499,OFE_010,2026-03-18,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,7,False,False,Plan Hogar Premium 10,plan_hogar,False,10
OFR_0000120,CLI_075499,OFE_022,2026-01-02,Tienda,rechazada,no_confia,False,contactado,registro_plataforma,postpago,7,False,False,Paquete Adicional Básico 22,paquete_adicional,False,137
OFR_0000121,CLI_004728,OFE_020,2026-03-26,Tienda,rechazada,precio,False,contactado,chat_log,postpago,10,False,False,Paquete Adicional Básico 20,paquete_adicional,False,93
OFR_0000122,CLI_004728,OFE_014,2026-06-15,Call_In,aceptada,no_aplica,True,contactado,chat_log,postpago,10,False,False,Upgrade Premium 14,upgrade,False,333
OFR_0000123,CLI_085199,OFE_017,2026-05-15,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,no_aplica,18,False,False,Equipo Básico 17,equipo,False,9
OFR_0000124,CLI_085199,OFE_011,2026-01-04,Tienda,rechazada,mal_momento,False,contactado,audio_llamada,no_aplica,18,False,False,Movistar Total Premium 11,movistar_total,True,153
OFR_0000125,CLI_035796,OFE_007,2026-06-13,Digital,rechazada,no_confia,False,contactado,registro_plataforma,prepago,24,False,False,Plan Hogar Premium 7,plan_hogar,False,97
OFR_0000126,CLI_035796,OFE_010,2026-03-18,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,prepago,24,False,False,Plan Hogar Premium 10,plan_hogar,False,9
OFR_0000127,CLI_012257,OFE_009,2026-02-22,Call_In,aceptada,no_aplica,False,contactado,registro_plataforma,postpago,33,True,False,Plan Hogar Premium 9,plan_hogar,False,328
OFR_0000128,CLI_012257,OFE_002,2026-03-04,Call_In,rechazada,otro,False,contactado,chat_log,postpago,33,True,False,Plan Movil Premium 2,plan_movil,False,141
OFR_0000129,CLI_035719,OFE_022,2026-06-20,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,72,False,False,Paquete Adicional Básico 22,paquete_adicional,False,16
OFR_0000130,CLI_035719,OFE_016,2026-04-16,Call_Out,rechazada,ya_tiene_similar,False,contactado,registro_plataforma,postpago,72,False,False,Upgrade Premium 16,upgrade,False,42
OFR_0000131,CLI_035719,OFE_002,2026-03-10,Digital,rechazada,precio,False,contactado,chat_log,postpago,72,False,False,Plan Movil Premium 2,plan_movil,False,83
OFR_0000132,CLI_070552,OFE_013,2026-01-04,Tienda,rechazada,ya_tiene_similar,False,contactado,audio_llamada,postpago,18,True,False,Movistar Total Premium 13,movistar_total,True,155
OFR_0000133,CLI_070552,OFE_008,2026-04-29,Digital,rechazada,otro,False,contactado,registro_plataforma,postpago,18,True,False,Plan Hogar Premium 8,plan_hogar,False,140
OFR_0000134,CLI_070552,OFE_021,2026-05-15,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,18,True,False,Paquete Adicional Básico 21,paquete_adicional,False,21
OFR_0000135,CLI_054375,OFE_009,2026-04-04,Digital,rechazada,otro,False,contactado,audio_llamada,postpago,20,False,False,Plan Hogar Premium 9,plan_hogar,False,106
OFR_0000136,CLI_054375,OFE_016,2026-05-22,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,20,False,False,Upgrade Premium 16,upgrade,False,25
OFR_0000137,CLI_054375,OFE_022,2026-06-10,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,20,False,False,Paquete Adicional Básico 22,paquete_adicional,False,7
OFR_0000138,CLI_039692,OFE_012,2026-01-14,Digital,rechazada,ya_tiene_similar,False,contactado,registro_plataforma,prepago,100,False,False,Movistar Total Premium 12,movistar_total,True,78
OFR_0000139,CLI_039692,OFE_010,2026-01-29,Digital,rechazada,mal_momento,False,contactado,audio_llamada,prepago,100,False,False,Plan Hogar Premium 10,plan_hogar,False,95
OFR_0000140,CLI_093703,OFE_005,2026-04-10,Call_Out,rechazada,otro,False,contactado,registro_plataforma,postpago,116,True,False,Plan Movil Premium 5,plan_movil,False,53
OFR_0000141,CLI_093703,OFE_007,2026-04-16,Tienda,rechazada,no_necesita,False,contactado,audio_llamada,postpago,116,True,False,Plan Hogar Premium 7,plan_hogar,False,170
OFR_0000142,CLI_073692,OFE_012,2026-01-29,Call_Out,rechazada,no_confia,False,contactado,registro_plataforma,prepago,47,False,False,Movistar Total Premium 12,movistar_total,True,61
OFR_0000143,CLI_073692,OFE_004,2026-05-02,Call_In,rechazada,ya_tiene_similar,False,contactado,audio_llamada,prepago,47,False,False,Plan Movil Premium 4,plan_movil,False,129
OFR_0000144,CLI_098071,OFE_005,2026-06-19,Call_Out,rechazada,no_necesita,False,contactado,audio_llamada,postpago,105,False,False,Plan Movil Premium 5,plan_movil,False,144
OFR_0000145,CLI_098071,OFE_017,2026-04-08,Tienda,rechazada,otro,False,contactado,audio_llamada,postpago,105,False,False,Equipo Básico 17,equipo,False,166
OFR_0000146,CLI_098071,OFE_018,2026-04-17,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,105,False,False,Equipo Básico 18,equipo,False,2
OFR_0000147,CLI_000576,OFE_011,2026-04-23,Call_In,rechazada,mal_momento,False,contactado,chat_log,postpago,40,False,True,Movistar Total Premium 11,movistar_total,True,91
OFR_0000148,CLI_000576,OFE_022,2026-06-22,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,40,False,True,Paquete Adicional Básico 22,paquete_adicional,False,15
OFR_0000149,CLI_000576,OFE_003,2026-03-02,Call_Out,rechazada,precio,False,contactado,registro_plataforma,postpago,40,False,True,Plan Movil Básico 3,plan_movil,False,131
OFR_0000150,CLI_084611,OFE_010,2026-02-10,Tienda,rechazada,otro,False,contactado,audio_llamada,postpago,60,True,False,Plan Hogar Premium 10,plan_hogar,False,69
OFR_0000151,CLI_084611,OFE_011,2026-03-01,Digital,rechazada,otro,False,contactado,registro_plataforma,postpago,60,True,False,Movistar Total Premium 11,movistar_total,True,51
OFR_0000152,CLI_084611,OFE_016,2026-04-01,Digital,rechazada,mal_momento,False,contactado,registro_plataforma,postpago,60,True,False,Upgrade Premium 16,upgrade,False,96
OFR_0000153,CLI_061770,OFE_001,2026-05-21,Call_Out,pendiente,no_aplica,False,no_contactado,sin_contacto,postpago,113,False,False,Plan Movil Premium 1,plan_movil,False,8
OFR_0000154,CLI_061770,OFE_013,2026-01-04,Call_Out,rechazada,precio,False,contactado,chat_log,postpago,113,False,False,Movistar Total Premium 13,movistar_total,True,170
